Location,Control Program,Name,Type,ObjectId,DeviceId,ObjectName,Path
,,Supply Flow Control / Flow Input,BAI,AI:4,DEV:49247,sup_air_flow_flow_input_1,#biotech/biotech_4th_floor/fourth_floor_non_fume_hood_lab_spaces/space_421a_control/sup_air_flow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:4,DEV:49245,flow_input_1,#biotech/biotech_4th_floor/fourth_floor_non_fume_hood_lab_spaces/space_423_control/sup_air_flow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:4,DEV:49246,flow_input_1,#biotech/biotech_4th_floor/fourth_floor_non_fume_hood_lab_spaces/space_425_control/sup_air_flow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:4,DEV:49249,sup_air_flow_flow_input_1,#biotech/biotech_4th_floor/fourth_floor_non_fume_hood_lab_spaces/space_427a_control/sup_air_flow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:4,DEV:49248,sup_air_flow_flow_input_1,#biotech/biotech_4th_floor/fourth_floor_non_fume_hood_lab_spaces/space_428_control/sup_air_flow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:4,DEV:49250,sup_air_flow_flow_input_1,#biotech/biotech_4th_floor/fourth_floor_non_fume_hood_lab_spaces/space_433a_control/sup_air_flow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:3,DEV:49251,sup_air_flow_flow_input_1,#biotech/biotech_4th_floor/fourth_floor_non_fume_hood_lab_spaces/space_434_control/sup_air_flow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:4,DEV:49352,sup_air_flow_flow_input_1,#biotech/biotech_4th_floor/fourth_floor_non_fume_hood_lab_spaces/space_441a_control/sup_air_flow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:3,DEV:49357,sup_air_flow_flow_input_1,#biotech/biotech_4th_floor/fourth_floor_non_fume_hood_lab_spaces/space_450_control/sup_air_flow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:3,DEV:49356,flow_input_1,#biotech/biotech_4th_floor/fourth_floor_non_fume_hood_lab_spaces/space_451_control/sup_air_flow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:4,DEV:49354,sup_air_flow_flow_input_1,#biotech/biotech_4th_floor/fourth_floor_non_fume_hood_lab_spaces/space_453a_control/sup_air_flow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:3,DEV:49328,sup_air_flow_flow_input_1,#biotech/biotech_4th_floor/fourth_floor_non_fume_hood_lab_spaces/space_456_control/sup_air_flow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:4,DEV:49326,sup_air_flow_flow_input_1,#biotech/biotech_4th_floor/fourth_floor_non_fume_hood_lab_spaces/space_457a_control/sup_air_flow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:4,DEV:49327,sup_air_flow_flow_input_1,#biotech/biotech_4th_floor/fourth_floor_non_fume_hood_lab_spaces/space_460a_control/sup_air_flow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:4,DEV:49444,sup_air_flow_flow_input_1,#biotech/biotech_4th_floor/fourth_floor_non_fume_hood_lab_spaces/space_471_control/sup_air_flow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:4,DEV:49358,sup_air_flow_flow_input_1,#biotech/biotech_4th_floor/fourth_floor_non_fume_hood_lab_spaces/space_475_control/sup_air_flow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:2,DEV:49429,supply_airflow_flow_input_1,#biotech_space_467a_control/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49204,supply_airflow_flow_input_1,#biotech_406/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49202,supply_airflow_flow_input_1,#biotech_408/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49210,supply_airflow_flow_input_1,#biotech_412/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49211,supply_airflow_flow_input_1,#biotech_414/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49201,flow_input_1,#biotech_416/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49203,supply_airflow_flow_input_1,#biotech_424/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49205,supply_airflow_flow_input_1,#biotech_430/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49206,supply_airflow_flow_input_1,#biotech_430a/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49207,supply_airflow_flow_input_1,#biotech_430b/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49209,flow_input_1,#biotech_435/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49208,supply_airflow_flow_input_1,#biotech_440/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49214,flow_input_1,#biotech_40053/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49215,flow_input_1,#biotech_40044/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49216,flow_input_1,#biotech_40046/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49217,supply_airflow_flow_input_1,#biotech_436_sav1/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49218,flow_input_1,#biotech_436_sav2/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49219,supply_airflow_flow_input_1,#biotech_436_capture_hood/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49301,flow_input_1,#biotech_439/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49304,supply_airflow_flow_input_1,#biotech_454/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49303,flow_input_1,#biotech_458/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49302,flow_input_1,#biotech_459/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49305,supply_airflow_flow_input_1,#biotech_470/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49306,supply_airflow_flow_input_1,#biotech_473/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49308,flow_input_1,#biotech_40045/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49403,flow_input_1,#biotech_401/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49402,flow_input_1,#biotech_465/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49401,supply_airflow_flow_input_1,#biotech_469/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49404,supply_airflow_flow_input_1,#biotech_40040/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49405,flow_input_1,#biotech_40050/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49406,flow_input_1,#biotech_40047/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49407,supply_airflow_flow_input_1,#biotech_40067/supply_airflow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49408,flow_input_1,#biotech_407/supply_airflow/flow_input
